,carat,cut,color,clarity,depth,table,price,x,y,z
10901,1.03,Premium,E,SI2,62.0,59.0,4885,6.42,6.49,4.0
43101,0.57,Very Good,E,SI2,58.8,57.3,1384,5.42,5.46,3.21
47445,0.59,Very Good,E,VS2,61.7,60.0,1857,5.36,5.4,3.32
7351,1.0,Fair,E,SI1,58.1,63.0,4213,6.6,6.52,3.81
12108,1.01,Premium,H,VS2,61.6,59.0,5166,6.45,6.47,3.98
20779,1.0,Ideal,F,VVS2,59.7,60.0,9014,6.48,6.52,3.88
27382,0.41,Very Good,F,SI2,60.8,58.0,647,4.78,4.83,2.92
1642,1.12,Very Good,G,I1,61.2,63.0,3017,6.68,6.59,4.05
43696,0.5,Good,D,SI1,63.6,54.0,1436,5.02,5.08,3.21
12988,1.0,Premium,E,SI1,61.7,58.0,5396,6.42,6.35,3.94
4135,0.81,Very Good,G,VS1,62.6,55.0,3544,5.92,5.97,3.72
16765,1.31,Ideal,F,SI2,62.7,57.0,6676,7.05,6.98,4.4
22394,1.43,Very Good,G,VS2,62.2,58.0,10419,7.15,7.18,4.46
43769,0.54,Very Good,H,VS2,63.2,55.0,1439,5.24,5.2,3.3
37396,0.39,Good,G,VS2,63.8,59.0,982,4.66,4.59,2.95
45642,0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5
4713,0.31,Ideal,D,SI1,62.4,53.0,571,4.33,4.35,2.71
37992,0.32,Ideal,F,VVS2,61.2,57.0,1008,4.43,4.4,2.7
234,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
11849,1.04,Premium,H,VVS1,60.4,58.0,5102,6.58,6.53,3.96
13712,0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
50487,0.7,Premium,G,SI2,60.0,60.0,2268,5.69,5.65,3.51
22622,1.7,Very Good,I,SI1,61.9,62.0,10680,7.52,7.58,4.67
18629,1.02,Premium,G,VVS2,62.2,60.0,7602,6.39,6.43,3.99
49546,0.7,Very Good,I,VS1,63.1,54.0,2129,5.61,5.67,3.56
26154,1.53,Very Good,G,VVS2,62.5,57.0,15466,7.33,7.38,4.6
2581,0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68
47270,0.5,Ideal,D,VS2,61.7,56.0,1844,5.12,5.14,3.16
2350,0.7,Ideal,E,VS2,62.2,55.0,3172,5.64,5.67,3.52
27521,2.52,Premium,I,SI1,58.5,59.0,18252,8.9,8.87,5.2
15714,0.36,Premium,G,SI2,59.3,59.0,608,4.66,4.62,2.75
5383,0.34,Very Good,F,SI2,63.5,56.0,574,4.48,4.44,2.83
40967,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04
46693,0.56,Ideal,E,VS1,60.8,55.0,1791,5.37,5.32,3.25
18835,1.13,Premium,G,VS1,61.6,58.0,7720,6.76,6.68,4.14
26884,2.09,Very Good,F,SI2,62.7,61.0,16824,8.07,8.14,5.08
23653,1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53
37041,0.34,Ideal,F,VVS1,61.4,57.0,967,4.5,4.53,2.77
5528,1.01,Good,J,SI1,58.8,57.0,3853,6.57,6.63,3.88
18149,1.14,Ideal,H,VVS2,61.9,56.0,7354,6.69,6.72,4.15
8548,1.01,Good,H,SI1,63.1,60.0,4432,6.37,6.41,4.03
50313,0.71,Good,I,VS1,59.1,63.4,2239,5.76,5.81,3.42
39367,0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82
8195,1.2,Premium,H,SI2,62.5,58.0,4368,6.74,6.69,4.2
41573,0.52,Ideal,H,VS2,61.7,54.0,1238,5.18,5.22,3.21
45394,0.63,Premium,I,VS1,62.0,58.0,1667,5.52,5.45,3.4
12817,1.01,Premium,F,SI1,62.2,59.0,5345,6.41,6.36,3.97
33180,0.41,Very Good,E,SI2,63.2,58.0,818,4.72,4.68,2.97
39350,0.52,Good,I,SI1,63.6,60.0,1073,5.1,5.05,3.23
31616,0.31,Ideal,I,SI2,62.0,54.1,372,4.32,4.35,2.69
6304,1.5,Premium,H,I1,62.9,60.0,4022,7.31,7.22,4.57
9066,1.02,Good,H,SI2,60.3,63.0,4517,6.45,6.49,3.9
6730,0.25,Premium,H,VVS1,60.1,62.0,577,4.11,4.08,2.46
32139,0.31,Good,H,VVS1,63.7,56.0,786,4.33,4.3,2.75
36942,0.26,Ideal,H,VVS2,61.8,55.7,478,4.08,4.1,2.53
2427,0.73,Very Good,D,VS2,63.5,58.0,3182,5.68,5.72,3.62
21488,1.51,Good,I,VS1,63.6,57.0,9581,7.14,7.21,4.56
53519,0.72,Very Good,E,SI2,61.4,58.0,2688,5.76,5.8,3.55
47668,0.31,Good,G,VS2,64.4,54.0,531,4.24,4.29,2.75
20075,1.01,Ideal,F,VS1,61.7,56.0,8552,6.48,6.45,3.99
18977,1.0,Premium,D,VS1,62.7,54.0,7812,6.38,6.35,3.99
12459,1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16
23681,1.14,Very Good,F,VVS1,62.2,55.9,11737,6.67,6.69,4.16
51477,0.75,Ideal,G,SI2,62.5,55.0,2378,5.82,5.77,3.62
48181,0.54,Premium,H,VVS1,62.0,57.0,1944,5.25,5.2,3.24
23435,1.55,Premium,H,VS2,61.7,59.0,11428,7.44,7.4,4.58
17391,0.32,Ideal,D,SI2,61.1,56.0,612,4.41,4.39,2.69
18997,1.01,Premium,G,VVS2,61.9,59.0,7821,6.41,6.45,3.98
31538,0.3,Ideal,E,VVS2,62.2,57.0,766,4.28,4.31,2.67
34030,0.4,Very Good,D,VS2,63.6,55.0,850,4.68,4.72,2.99
18649,1.12,Ideal,H,VS1,60.9,57.0,7616,6.71,6.73,4.09
36972,0.41,Ideal,H,VS1,61.8,56.0,962,4.78,4.73,2.94
12649,1.15,Ideal,H,SI1,61.9,55.0,5296,6.74,6.77,4.18
21841,1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02
15866,2.02,Fair,G,I1,65.6,57.0,6346,7.87,7.8,5.15
24622,1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01
51690,0.62,Premium,G,VVS2,59.2,59.0,2399,5.58,5.56,3.3
38943,0.31,Ideal,I,VS1,61.9,54.0,489,4.34,4.38,2.7
2696,0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92
42095,0.44,Premium,E,VVS2,60.0,59.0,1274,4.95,4.99,2.98
562,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
479,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
22235,1.5,Good,H,VS2,63.6,58.0,10291,7.22,7.27,4.61
48102,0.5,Premium,G,VVS2,59.6,60.0,1935,5.18,5.15,3.08
48950,0.57,Premium,D,VS2,61.7,60.0,2047,5.32,5.28,3.27
47892,0.54,Ideal,D,VS2,61.9,55.0,1913,5.24,5.23,3.24
13924,1.02,Ideal,H,VS2,60.4,57.0,5666,6.58,6.54,3.96
33010,0.31,Good,E,IF,64.2,60.0,813,4.22,4.28,2.73
17385,0.34,Ideal,E,SI2,62.9,56.0,612,4.48,4.45,2.81
39506,0.5,Ideal,F,SI2,61.7,55.0,1080,5.13,5.15,3.17
23344,0.3,Ideal,G,SI2,62.1,58.0,422,4.27,4.3,2.66
29530,0.4,Ideal,F,SI1,61.6,55.0,703,4.72,4.76,2.92
49919,0.7,Very Good,G,SI1,63.3,61.0,2184,5.6,5.55,3.53
4386,0.31,Good,D,SI1,63.5,56.0,571,4.29,4.31,2.73
13675,1.21,Good,G,SI1,63.8,58.0,5597,6.75,6.64,4.27
6901,0.82,Very Good,E,VS2,62.8,59.0,4135,5.92,5.93,3.72
42067,0.5,Fair,G,VS1,64.9,57.0,1271,4.98,4.94,3.22
13971,1.04,Very Good,E,SI1,62.8,59.0,5689,6.46,6.41,4.04
16315,1.31,Premium,H,SI2,60.8,58.0,6529,7.13,7.08,4.32
27341,2.07,Very Good,H,SI1,62.1,59.0,17893,8.15,8.2,5.08
27221,2.01,Very Good,I,VS2,62.4,58.0,17570,8.06,7.99,5.01
12557,1.06,Ideal,H,VS2,61.2,55.0,5277,6.57,6.61,4.03
9125,0.9,Premium,F,VS2,61.9,55.0,4536,6.25,6.23,3.86
8957,1.02,Ideal,G,SI2,62.4,54.0,4501,6.39,6.47,4.02
761,0.71,Premium,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
42474,0.5,Ideal,E,SI1,63.0,56.0,1317,5.13,5.06,3.21
45907,0.54,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26
17762,1.12,Ideal,D,SI1,60.5,56.0,7153,6.75,6.78,4.09
47301,0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7
24779,2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13
26452,1.74,Ideal,E,SI1,62.2,56.0,15992,7.72,7.67,4.79
45057,0.62,Fair,F,SI1,55.1,66.0,1641,5.85,5.7,3.18
1975,0.8,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
44110,0.5,Very Good,F,VS1,61.9,62.0,1558,5.02,5.06,3.12
36185,0.32,Very Good,E,VVS1,60.9,58.0,931,4.49,4.45,2.72
12581,1.07,Ideal,E,SI2,62.4,60.0,5280,6.49,6.52,4.06
24863,2.5,Fair,H,SI2,64.9,58.0,13278,8.46,8.43,5.48
36437,0.31,Ideal,D,VS2,61.2,55.0,942,4.38,4.35,2.67
13385,0.37,Ideal,J,IF,61.9,54.0,601,4.63,4.68,2.88
22889,1.3,Premium,F,VS1,61.0,59.0,10930,7.05,7.08,4.31
13114,1.02,Premium,E,SI1,62.8,58.0,5429,6.45,6.39,4.03
4057,0.36,Ideal,G,SI1,61.1,55.0,571,4.58,4.62,2.81
11613,1.14,Premium,D,SI2,59.2,61.0,5047,6.84,6.82,4.04
50809,0.7,Very Good,E,SI2,63.2,61.0,2307,5.62,5.59,3.54
33909,0.3,Premium,E,VS2,61.8,58.0,844,4.28,4.26,2.64
52376,0.71,Ideal,D,SI2,61.0,56.0,2505,5.77,5.8,3.53
41933,0.4,Premium,F,VVS1,61.1,59.0,1263,4.75,4.78,2.91
9323,1.18,Premium,I,SI2,60.8,58.0,4579,6.84,6.78,4.14
39631,0.34,Ideal,E,VVS1,62.2,56.0,1084,4.46,4.44,2.77
22567,1.5,Premium,G,SI1,62.3,58.0,10618,7.33,7.27,4.55
49541,0.72,Very Good,F,SI2,58.5,60.0,2126,5.86,5.93,3.45
21929,1.03,Ideal,E,VVS2,60.6,59.0,10003,6.5,6.53,3.95
34948,0.28,Very Good,I,VS2,61.9,57.0,379,4.16,4.19,2.58
38250,0.31,Ideal,J,SI1,62.4,53.0,379,4.38,4.4,2.74
10091,1.02,Very Good,D,SI2,62.7,59.0,4712,6.36,6.44,4.01
45457,0.7,Good,I,SI2,63.5,56.0,1675,5.59,5.63,3.56
11691,1.34,Very Good,E,SI2,62.1,63.0,5065,7.06,7.01,4.37
24983,2.07,Very Good,J,VS2,61.3,56.0,13495,8.16,8.2,5.02
49078,0.74,Fair,G,SI1,64.8,59.0,2060,5.63,5.6,3.64
43186,0.58,Ideal,E,SI2,61.4,57.1,1392,5.36,5.38,3.3
31059,0.31,Ideal,D,VS1,60.5,57.0,752,4.39,4.41,2.66
46761,0.54,Ideal,G,VVS2,62.6,57.0,1801,5.19,5.23,3.26
18633,1.01,Premium,F,VS1,62.5,58.0,7602,6.42,6.37,4.0
22785,1.29,Ideal,G,VVS2,62.4,57.0,10807,6.97,6.94,4.34
11522,1.01,Very Good,H,SI1,61.9,59.0,5026,6.4,6.43,3.97
12931,1.14,Ideal,H,SI1,62.3,56.0,5382,6.69,6.77,4.19
34342,0.3,Ideal,E,VVS1,62.5,56.0,862,4.28,4.3,2.68
17882,1.33,Ideal,H,SI1,62.7,56.0,7217,7.04,6.99,4.4
22707,0.35,Premium,H,SI1,60.0,61.0,630,4.6,4.57,2.75
52543,0.77,Very Good,J,VVS1,62.8,58.0,2532,5.78,5.84,3.65
32128,0.41,Good,I,SI1,63.8,57.0,784,4.7,4.67,2.99
13306,1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03
50850,0.78,Very Good,J,VS2,63.0,58.0,2312,5.84,5.87,3.69
38440,0.38,Ideal,E,VVS2,62.4,56.0,1027,4.63,4.69,2.91
11983,1.06,Very Good,F,SI1,61.2,57.0,5142,6.58,6.68,4.06
17026,1.02,Ideal,H,VVS2,62.1,56.0,6797,6.5,6.45,4.02
422,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56
17748,1.51,Ideal,I,SI1,62.2,56.0,7145,7.36,7.27,4.55
40633,0.41,Ideal,E,VS1,62.0,55.0,1153,4.77,4.74,2.95
49588,0.7,Premium,E,SI2,59.8,61.0,2135,5.76,5.74,3.44
42223,0.39,Premium,F,VVS1,59.7,58.0,1290,4.75,4.73,2.83
52672,0.71,Ideal,E,SI2,62.7,56.0,2550,5.68,5.71,3.57
40276,0.31,Ideal,G,SI1,61.2,56.0,493,4.37,4.39,2.68
37302,0.5,Premium,G,SI2,60.7,57.0,978,5.15,5.07,3.1
46127,0.51,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19
36220,0.36,Premium,F,VS2,60.5,60.0,932,4.61,4.55,2.77
17497,1.15,Premium,G,VS1,63.0,60.0,7032,6.68,6.6,4.18
49243,0.71,Ideal,J,VS1,62.3,55.0,2085,5.7,5.73,3.56
44374,0.4,Premium,E,IF,61.3,58.0,1580,4.77,4.73,2.91
46053,0.51,Ideal,E,SI1,61.7,56.0,1732,5.13,5.17,3.18
53016,0.71,Good,G,VS2,64.0,55.0,2599,5.65,5.67,3.62
12939,1.09,Premium,F,SI1,62.7,58.0,5384,6.56,6.51,4.1
24210,2.14,Ideal,H,SI2,61.9,57.0,12400,8.34,8.28,5.14
23190,1.29,Ideal,F,VS1,60.7,57.0,11197,7.08,7.05,4.29
12926,1.03,Ideal,F,SI1,61.3,57.0,5378,6.58,6.51,4.01
34082,0.36,Ideal,E,VS1,61.6,57.0,852,4.54,4.58,2.81
33682,0.31,Ideal,I,IF,61.3,57.0,837,4.4,4.34,2.68
39983,0.41,Premium,I,VVS1,61.9,57.0,1107,4.82,4.78,2.97
4074,0.31,Ideal,D,SI1,62.4,56.0,571,4.33,4.35,2.71
19462,1.56,Good,J,VS2,62.3,64.0,8107,7.41,7.36,4.6
32014,0.3,Ideal,D,VS2,61.0,55.0,778,4.38,4.34,2.66
21938,1.51,Premium,H,SI1,61.2,60.0,10012,7.46,7.37,4.54
51023,0.74,Premium,F,SI2,59.6,58.0,2328,5.91,5.87,3.51
35671,0.4,Good,G,VS2,62.8,54.4,909,4.67,4.7,2.94
52417,0.82,Premium,G,SI2,60.7,61.0,2512,6.01,5.98,3.64
14080,1.2,Ideal,H,SI2,61.0,57.0,5712,6.9,6.84,4.19
7574,0.9,Good,F,VS2,63.3,57.0,4253,6.04,6.09,3.84
36130,0.33,Premium,E,VS2,61.1,59.0,928,4.49,4.45,2.73
32698,0.31,Ideal,F,VS2,61.9,54.0,802,4.38,4.35,2.7
11026,0.91,Very Good,F,VS2,62.1,58.0,4917,6.19,6.24,3.86
10703,1.11,Very Good,G,SI2,63.2,56.0,4848,6.61,6.56,4.16
20398,0.31,Premium,H,VVS2,60.6,60.0,625,4.34,4.38,2.64
7284,1.25,Premium,H,SI2,60.5,61.0,4200,6.97,6.91,4.2
6737,0.4,Very Good,F,SI2,62.6,53.0,579,4.7,4.75,2.96
20755,1.53,Premium,E,SI2,58.9,59.0,8996,7.63,7.55,4.47
8302,1.0,Good,F,SI2,60.2,65.0,4386,6.38,6.41,3.85
16550,1.02,Very Good,E,VS2,59.2,58.0,6612,6.52,6.58,3.88
4760,0.9,Good,D,SI1,63.6,63.0,3689,6.07,6.03,3.85
52013,0.6,Premium,G,VVS1,60.0,58.0,2444,5.53,5.43,3.29
3605,1.0,Fair,J,SI1,64.9,58.0,3427,6.29,6.23,4.06
45125,0.59,Very Good,E,SI1,62.9,58.0,1652,5.31,5.34,3.35
39234,0.32,Ideal,D,VVS1,61.8,56.0,1067,4.39,4.41,2.72
9340,1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14
48999,0.72,Very Good,G,SI2,59.7,56.0,2050,5.83,5.89,3.5
10085,1.12,Ideal,G,SI2,62.4,56.0,4712,6.63,6.67,4.15
44357,0.56,Ideal,G,VS2,62.0,56.0,1580,5.28,5.3,3.28
37595,0.23,Very Good,E,VVS2,63.8,57.0,485,3.88,3.9,2.48
17136,1.06,Premium,E,VS2,62.3,58.0,6838,6.52,6.49,4.05
28369,0.33,Very Good,F,VS1,59.3,56.0,668,4.49,4.55,2.68
6864,1.01,Fair,F,SI2,58.2,61.0,4127,6.48,6.52,3.78
15472,1.01,Very Good,F,VS2,59.1,59.0,6196,6.58,6.65,3.91
16381,1.32,Premium,F,SI2,60.6,60.0,6541,7.05,7.1,4.29
26145,2.0,Ideal,H,VS2,62.4,55.0,15451,8.03,7.94,4.99
43209,0.73,Premium,G,I1,62.5,58.0,1395,5.82,5.74,3.61
263,0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46
51764,0.7,Very Good,F,SI1,60.3,59.0,2409,5.73,5.82,3.48
22200,1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13
22465,2.01,Very Good,J,SI2,63.3,56.0,10490,7.86,7.96,5.01
14993,1.0,Very Good,D,SI1,61.4,63.0,6040,6.35,6.41,3.92
4207,1.04,Fair,G,SI2,66.1,60.0,3564,6.32,6.23,4.15
22392,2.0,Good,G,SI2,64.3,60.0,10416,7.87,7.83,5.05
41382,0.42,Ideal,F,VVS2,61.6,56.0,1221,4.85,4.83,2.98
7695,1.0,Good,H,SI1,64.9,56.0,4276,6.24,6.31,4.07
2270,0.7,Ideal,F,VS1,61.2,58.0,3154,5.7,5.73,3.5
35706,0.3,Ideal,D,VS2,61.0,55.0,911,4.36,4.33,2.65
38887,0.4,Premium,D,VS2,62.5,59.0,1050,4.72,4.66,2.93
9386,0.32,Good,D,SI1,63.3,57.0,589,4.37,4.38,2.77
51629,0.71,Very Good,F,SI2,63.2,57.0,2397,5.66,5.7,3.59
28072,0.3,Premium,D,VS1,60.7,58.0,661,4.34,4.36,2.64
4816,0.77,Ideal,F,SI1,61.7,56.0,3702,5.85,5.91,3.63
12472,1.08,Premium,H,VS2,62.4,58.0,5250,6.56,6.49,4.07
40691,0.5,Good,D,SI2,63.4,59.0,1157,5.0,5.03,3.18
48378,0.57,Ideal,E,VS1,61.4,57.0,1965,5.32,5.37,3.28
1092,0.73,Good,E,VS2,64.2,54.0,2912,5.68,5.72,3.66
38116,0.3,Ideal,H,IF,62.1,55.0,1013,4.3,4.27,2.66
50416,0.71,Ideal,H,SI2,59.4,57.0,2258,5.87,5.81,3.47
33462,0.32,Premium,F,VS2,59.4,58.0,828,4.48,4.44,2.65
26688,0.23,Good,G,VVS2,63.8,56.0,428,3.94,3.9,2.5
1290,0.7,Ideal,E,VS2,61.9,58.0,2952,5.7,5.73,3.54
49878,0.7,Good,H,SI1,63.8,58.0,2176,5.66,5.59,3.59
48521,0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
3400,0.3,Premium,I,VS1,61.6,61.0,567,4.28,4.23,2.62
53175,0.71,Very Good,E,VS2,61.6,56.0,2630,5.74,5.81,3.56
19526,1.5,Good,I,SI1,62.9,60.0,8161,7.12,7.16,4.49
19139,1.12,Premium,F,VS1,61.8,59.0,7903,6.75,6.65,4.14
29141,0.31,Ideal,D,VS2,60.8,56.0,692,4.39,4.42,2.68
47793,0.7,Good,I,SI1,63.5,59.0,1899,5.62,5.65,3.58
19317,1.01,Ideal,G,VVS2,60.9,56.0,8029,6.51,6.55,3.98
31217,0.32,Very Good,D,SI1,63.1,57.0,756,4.38,4.37,2.76
23995,1.63,Ideal,H,VS2,62.4,55.0,12155,7.53,7.57,4.71
4344,0.72,Ideal,E,VS2,61.1,56.0,3601,5.78,5.81,3.54
29256,0.39,Ideal,I,VS2,60.8,56.0,698,4.72,4.75,2.88
27950,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63
6482,1.22,Very Good,J,SI2,62.2,60.0,4058,6.77,6.89,4.25
48229,0.57,Ideal,E,VS2,61.6,56.0,1949,5.38,5.33,3.3
25934,2.03,Premium,I,SI1,59.9,58.0,15095,8.23,8.21,4.92
41044,0.54,Ideal,G,SI1,61.7,55.0,1187,5.24,5.27,3.24
2167,0.72,Ideal,H,VS1,61.6,55.0,3133,5.76,5.8,3.56
42681,0.44,Very Good,E,VVS2,59.6,59.0,1337,4.98,4.99,2.97
34419,0.3,Ideal,G,IF,61.6,56.0,863,4.34,4.36,2.68
27431,2.01,Very Good,I,VS1,62.9,59.0,18041,7.94,8.03,5.02
27989,0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68
33134,0.31,Ideal,G,VVS1,61.2,56.0,816,4.34,4.38,2.67
43377,0.5,Premium,F,SI1,62.5,59.0,1409,5.03,4.99,3.13
28119,0.36,Ideal,D,SI1,60.3,56.0,663,4.61,4.65,2.79
43016,0.5,Ideal,H,VS1,62.6,53.0,1370,5.09,5.14,3.2
52632,0.33,Very Good,I,VVS2,61.6,57.0,552,4.43,4.45,2.73
18254,0.97,Very Good,G,VVS1,61.9,54.0,7415,6.33,6.36,3.93
35467,0.31,Ideal,F,IF,62.0,55.0,901,4.37,4.41,2.72
29337,0.31,Premium,H,VS1,62.4,58.0,698,4.34,4.28,2.69
18884,1.51,Very Good,J,VS2,61.0,58.0,7744,7.35,7.41,4.5
31272,0.32,Good,I,VS2,63.2,56.0,449,4.32,4.38,2.75
16461,1.43,Very Good,J,VS2,62.8,56.0,6579,7.13,7.19,4.5
14023,1.0,Very Good,G,VS2,62.9,56.0,5702,6.27,6.42,3.99
16017,1.32,Ideal,G,SI2,62.9,57.0,6409,6.98,6.94,4.38
3222,0.77,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67
36937,0.23,Very Good,E,VVS1,60.2,59.0,478,3.97,4.01,2.4
21077,1.7,Very Good,J,SI1,63.2,57.0,9253,7.63,7.55,4.8
32472,0.33,Very Good,G,VVS1,61.2,57.0,795,4.47,4.5,2.74
4133,1.06,Ideal,F,I1,62.1,55.0,3544,6.54,6.57,4.07
49510,0.7,Good,F,SI1,63.8,58.0,2121,5.56,5.67,3.58
6065,1.01,Very Good,G,SI2,63.0,58.0,3966,6.29,6.34,3.98
14131,1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
39846,0.51,Very Good,F,SI2,62.7,56.0,1100,5.07,5.1,3.19
27282,2.01,Very Good,I,VS1,59.7,63.0,17751,8.24,8.15,4.89
33455,0.32,Ideal,G,VS1,62.3,56.0,828,4.39,4.37,2.73
9926,1.01,Good,E,SI1,63.3,57.0,4692,6.33,6.37,4.02
18535,1.51,Premium,J,VS2,59.6,60.0,7553,7.58,7.48,4.49
46973,0.32,Premium,D,SI2,62.5,58.0,530,4.38,4.33,2.72
6360,0.32,Very Good,I,VS2,63.2,56.0,576,4.38,4.32,2.75
12916,1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21
39664,0.42,Premium,G,VS2,60.1,61.0,1087,4.84,4.81,2.9
24964,2.02,Ideal,F,SI2,62.7,57.0,13453,8.07,7.93,5.03
5379,0.34,Premium,I,SI1,60.2,59.0,574,4.55,4.52,2.73
46065,0.52,Very Good,G,VS1,62.2,63.0,1736,5.22,5.13,3.22
9745,1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
283,0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58
25869,1.56,Ideal,G,VS1,61.3,56.0,14957,7.46,7.51,4.59
33731,0.39,Ideal,E,VS2,60.5,56.0,839,4.75,4.77,2.88
7568,1.04,Premium,I,SI1,62.5,62.0,4252,6.45,6.39,4.01
6929,0.97,Very Good,G,SI1,60.2,61.0,4140,6.4,6.46,3.87
23324,1.4,Premium,F,VS2,60.7,58.0,11368,7.26,7.17,4.38
30371,0.36,Ideal,H,VS2,62.1,55.0,729,4.61,4.57,2.85
53694,0.71,Ideal,E,SI1,61.8,57.0,2717,5.72,5.76,3.55
15834,1.01,Good,E,VS2,63.7,56.0,6335,6.29,6.27,4.0
12049,0.4,Ideal,I,SI1,61.6,56.0,596,4.68,4.74,2.9
32282,0.26,Very Good,E,VS1,63.0,59.0,453,4.03,4.06,2.55
28623,0.33,Ideal,H,SI2,61.1,57.0,433,4.46,4.48,2.73
31533,0.34,Premium,G,VS2,62.4,59.0,765,4.47,4.41,2.77
42689,0.5,Ideal,E,SI1,60.6,59.0,1337,5.13,5.16,3.12
6718,0.33,Ideal,F,SI2,61.4,57.0,413,4.44,4.48,2.74
2341,0.83,Ideal,H,VS2,61.6,55.0,3171,6.04,6.08,3.73
32717,0.31,Premium,F,VS2,61.3,59.0,802,4.34,4.31,2.65
28912,0.3,Ideal,G,VVS2,61.1,57.0,684,4.32,4.35,2.65
51062,0.71,Very Good,I,VS1,61.1,57.0,2332,5.75,5.8,3.53
24359,1.58,Ideal,F,SI1,60.3,56.0,12621,7.56,7.62,4.58
50725,0.7,Ideal,H,SI1,62.5,56.0,2294,5.64,5.69,3.54
10905,1.01,Ideal,I,VS2,61.3,53.0,4887,6.52,6.54,4.0
48407,0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
16180,1.0,Premium,F,VS2,58.6,61.0,6468,6.53,6.5,3.82
10481,0.9,Very Good,E,SI1,61.7,58.0,4795,6.15,6.2,3.81
6427,0.9,Ideal,G,SI2,61.4,56.0,4044,6.19,6.23,3.81
32388,0.42,Very Good,I,VS1,60.4,60.0,791,4.82,4.88,2.93
22268,1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28
4196,0.78,Very Good,F,VS1,63.3,56.0,3563,5.84,5.89,3.71
2299,0.9,Good,G,SI2,63.3,59.0,3162,6.07,6.12,3.86
19325,1.51,Ideal,J,VS2,61.1,57.0,8033,7.36,7.3,4.48
7713,0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.49,2.74
2523,0.7,Very Good,F,VVS1,63.3,62.0,3204,5.67,5.57,3.56
15284,1.09,Ideal,D,SI1,61.9,57.0,6133,6.57,6.61,4.08
8818,1.08,Premium,I,SI1,62.2,58.0,4476,6.6,6.56,4.09
9717,0.3,Ideal,H,VVS2,62.1,54.0,590,4.32,4.35,2.69
37891,0.46,Very Good,F,SI1,63.1,56.0,1006,4.9,4.87,3.08
30791,0.3,Ideal,E,VVS2,62.1,54.0,742,4.32,4.35,2.69
10186,1.24,Very Good,J,SI2,60.4,61.0,4737,6.85,6.92,4.16
12546,1.15,Very Good,H,SI1,62.4,57.0,5270,6.68,6.71,4.18
14345,1.22,Ideal,H,SI2,61.7,56.0,5807,6.91,6.83,4.24
11938,1.03,Premium,H,SI1,62.5,59.0,5129,6.46,6.41,4.02
37448,0.3,Ideal,G,VS2,61.9,57.0,984,4.26,4.3,2.65
32494,0.27,Ideal,F,IF,61.8,55.0,796,4.16,4.19,2.58
2778,0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6
6268,1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
22893,1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
53123,0.74,Very Good,E,SI2,63.1,57.0,2617,5.8,5.76,3.65
23425,1.05,Very Good,F,IF,59.7,55.0,11417,6.66,6.73,4.0
4658,1.12,Fair,I,SI2,64.6,57.0,3669,6.5,6.47,4.19
